date,time,latitude,longitude,description,depth,richter
"Ene 02, 2022",21:23:05,13.177,-88.770499999999998,Frente a la costa de UsulutÃ¡n. A 11 km al sureste de Desembocadura del RÃ­o Lempa.,63.880000000000003,3.6000000000000001
"Ene 02, 2022",07:51:00,13.7536,-89.283500000000004,"En munic. de Quezaltepeque, La Libertad. A 9.0 km al norte de Santa Tecla.",5.0999999999999996,2.5
"Dic 31, 2021",12:44:07,13.295199999999999,-90.337000000000003,Frente a la costa de AhuachapÃ¡n. A 57 km al suroeste de Barra de Santiago.,44.899999999999999,4.2000000000000002
"Dic 24, 2021",07:09:28,13.458299999999999,-90.006200000000007,Frente a la costa de Sonsonate. A 22 km al suroeste de Puerto de Acajutla.,44.950000000000003,3.7999999999999998
"Dic 23, 2021",05:13:26,12.6975,-88.519000000000005,Frente a la costa de UsulutÃ¡n. A 53 km al sur de BahÃ­a de Jiquilisco.,33.710000000000001,3.6000000000000001
"Dic 21, 2021",02:51:10,12.8848,-88.655699999999996,Frente a la costa de UsulutÃ¡n. A 36 km al sur de PenÃ­nsula San Juan del Gozo.,49.079999999999998,4.0999999999999996
"Dic 20, 2021",15:22:17,13.039999999999999,-89.458699999999993,Frente a la costa de La Libertad. A 50 km al sur de Playa El Sunzal.,36.18,3.6000000000000001
"Dic 20, 2021",11:19:54,13.241300000000001,-88.765199999999993,"En munic. de Jiquilisco, UsulutÃ¡n. A 6 km al este de Desembocadura del RÃ­o Lempa.",74.239999999999995,4.0999999999999996
"Dic 18, 2021",16:15:58,13.0433,-88.6648,Frente a la costa de UsulutÃ¡n. A 38.0 km al suroeste de BahÃ­a de Jiquilisco.,55,4
"Dic 18, 2021",04:13:47,13.3148,-90.331000000000003,Frente a la costa de Guatemala. A 54 km al suroeste de Barra de Santiago.,23,3.5
"Dic 18, 2021",00:12:14,12.8561,-88.584500000000006,Frente a la costa de UsulutÃ¡n. A 38.0 km al suroeste de BahÃ­a de Jiquilisco.,41,4.7999999999999998
"Dic 17, 2021",05:50:50,12.8338,-87.883499999999998,En Golfo de Fonseca. A 37 km al sur de Playa Las Tunas.,71.269999999999996,3.5
"Dic 17, 2021",01:08:26,12.8977,-88.929500000000004,Frente a la costa de La Paz. A 41 km al sur de Desembocadura del RÃ­o Lempa.,45.369999999999997,4
"Dic 14, 2021",05:36:53,13.7225,-89.282799999999995,"En munic. de Santa Tecla, La Libertad. A 5 km al norte de Santa Tecla.",4.5499999999999998,2.7000000000000002
"Dic 13, 2021",17:40:27,12.950799999999999,-88.848500000000001,Frente a la costa de San Vicente. A 34.0 km al sur de Desembocadura del RÃ­o Lempa.,33.240000000000002,4.5999999999999996
"Dic 13, 2021",15:45:35,12.157,-87.738699999999994,Frente a la costa de Nicaragua. A 113 km al sur de Playa Las Tunas.,19.82,4
"Dic 13, 2021",06:17:56,12.938700000000001,-88.636799999999994,Frente a la costa de UsulutÃ¡n. A 30 km al sur de PenÃ­nsula San Juan del Gozo.,56.490000000000002,3.6000000000000001
"Dic 11, 2021",20:37:36,13.148999999999999,-89.528700000000001,Frente a la costa de La Libertad. A 40 km al sur de Playa Mizata.,41.259999999999998,3.7000000000000002
"Dic 08, 2021",23:24:40,13.1633,-90.474500000000006,Frente a la costa de Guatemala. A 77 km al suroeste de Barra de Santiago.,15.800000000000001,3.7000000000000002
"Dic 08, 2021",18:32:23,12.6213,-88.617999999999995,Frente a la costa de UsulutÃ¡n. A 63 km al sur de BahÃ­a de Jiquilisco.,27.809999999999999,3.5
"Dic 06, 2021",18:35:57,12.075799999999999,-88.229200000000006,Frente a la costa de UsulutÃ¡n. A 121 km al sur de Playa El Espino.,19.91,4
"Dic 05, 2021",07:19:34,12.510199999999999,-87.828299999999999,Frente a la costa de Nicaragua. A 73 km al sur de Playa Las Tunas.,51.109999999999999,4.0999999999999996
"Dic 04, 2021",17:43:25,14.120699999999999,-89.7102,"En munic. de Chalchuapa, Santa Ana. A 22 km al noroeste de Santa Ana.",5.8300000000000001,3.7999999999999998
"Dic 04, 2021",12:44:54,12.660299999999999,-89.463200000000001,Frente a la costa de La Libertad. A 89 km al suroeste de Playa Las Hojas.,23.850000000000001,4.5
"Dic 03, 2021",09:04:26,12.8202,-90.360699999999994,Frente a la costa de AhuachapÃ¡n. A 98 km al suroeste de Playa Los CÃ³banos.,18.390000000000001,3.7999999999999998
"Dic 01, 2021",02:21:17,12.798500000000001,-88.778999999999996,Frente a la costa de UsulutÃ¡n. A 48 km al sur de PenÃ­nsula San Juan del Gozo.,42.649999999999999,4.7000000000000002
"Nov 24, 2021",11:09:02,13.4093,-90.648700000000005,Frente a la costa de Guatemala. A 75 km al suroeste de Barra de Santiago.,13.67,4
"Nov 24, 2021",04:55:07,13.128299999999999,-90.2727,Frente a la costa de AhuachapÃ¡n. A 67 km al suroeste de Playa Los CÃ³banos.,17.870000000000001,4
"Nov 23, 2021",09:27:55,13.5763,-88.600499999999997,"En munic. de BerlÃ­n, UsulutÃ¡n. A 21 km al este de San Vicente.",6,3.5
"Nov 22, 2021",23:56:30,12.825799999999999,-90.377700000000004,Frente a la costa de AhuachapÃ¡n. A 99 km al suroeste de Playa Los CÃ³banos.,5.3200000000000003,5.5999999999999996
"Nov 19, 2021",21:38:23,13.026999999999999,-88.754999999999995,Frente a la costa de UsulutÃ¡n. A 23 km al suroeste de PenÃ­nsula San Juan del Gozo.,56.899999999999999,4
"Nov 18, 2021",22:43:18,12.7767,-89.029300000000006,Frente a la costa de La Paz. A 57 km al suroeste de Desembocadura del RÃ­o Lempa.,20.66,3.7999999999999998
"Nov 18, 2021",12:09:19,13.723000000000001,-90.751000000000005,Frente a la costa de Guatemala. A 80 km al oeste de Barra de Santiago.,50,4.4000000000000004
"Nov 18, 2021",11:26:52,13.5822,-90.9572,Frente a la costa de Guatemala. A 103 km al oeste de Barra de Santiago.,50,4.9000000000000004
"Nov 18, 2021",11:23:55,13.5863,-90.558000000000007,Frente a la costa de Guatemala. A 78 km al oeste de Barra de Santiago.,50,4.5999999999999996
"Nov 18, 2021",10:57:00,13.5326,-90.652699999999996,Frente a la costa de Guatemala. A 73.0 km al oeste de Barra de Santiago.,95,5.4000000000000004
"Nov 18, 2021",10:54:42,13.5463,-90.755499999999998,Frente a la costa de Guatemala. A 82 km al oeste de Barra de Santiago.,31.43,4
"Nov 17, 2021",13:01:50,13.7425,-90.094300000000004,"En munic. de San Francisco MenÃ©ndez, AhuachapÃ¡n. A 10 km al noroeste de Barra de Santiago.",82.049999999999997,5
"Nov 17, 2021",11:48:00,12.74,-88.3202,Frente a la costa de UsulutÃ¡n. A 47 km al sur de Playa El Espino.,52.630000000000003,4.7000000000000002
"Nov 17, 2021",11:41:03,12.5375,-88.042199999999994,Frente a la costa de La UniÃ³n. A 69 km al sur de Playa Las Tunas.,48.009999999999998,3.8999999999999999
"Nov 16, 2021",00:42:52,12.5822,-87.997699999999995,Frente a la costa de La UniÃ³n. A 64 km al sur de Playa Las Tunas.,43.789999999999999,3.7000000000000002
"Nov 16, 2021",00:18:57,13.475,-90.349000000000004,Frente a la costa de Guatemala. A 43 km al suroeste de Barra de Santiago.,33.520000000000003,4.0999999999999996
"Nov 13, 2021",05:54:55,12.822800000000001,-88.726200000000006,Frente a la costa de UsulutÃ¡n. A 44 km al sur de PenÃ­nsula San Juan del Gozo.,38.789999999999999,3.8999999999999999
"Nov 09, 2021",13:05:59,12.641,-88.279300000000006,Frente a la costa de UsulutÃ¡n. A 59.0 km al sur de Playa El Espino.,46,3.5
"Nov 09, 2021",00:25:17,11.0905,-86.659499999999994,Frente a la costa de Nicaragua. A 259 km al sureste de Isla de Meanguera.,25,6.2000000000000002
"Nov 08, 2021",19:32:02,13.520799999999999,-90.6648,Frente a la costa de Guatemala. A 75.0 km al oeste de Barra de Santiago.,17.02,4.0999999999999996
"Nov 08, 2021",12:59:00,13.4122,-90.626300000000001,Frente a la costa de Guatemala. A 75.0 km al suroeste de Barra de Santiago.,30.210000000000001,4.0999999999999996
"Nov 08, 2021",11:45:00,13.0602,-89.248699999999999,Frente a la costa de La Paz. A 40.0 km al suroeste de Playa Las Hojas.,40,4.7999999999999998
"Nov 08, 2021",06:39:55,13.631,-90.581000000000003,Frente a la costa de Guatemala. A 62 km al oeste de Barra de Santiago.,31.59,4.0999999999999996
"Nov 06, 2021",07:36:25,13.4777,-90.141499999999994,Frente a la costa de AhuachapÃ¡n. A 27 km al suroeste de Barra de Santiago.,55.659999999999997,4
"Nov 05, 2021",23:04:16,13.5175,-90.057699999999997,Frente a la costa de AhuachapÃ¡n. A 20 km al sur de Barra de Santiago.,46.789999999999999,4.0999999999999996
"Nov 04, 2021",20:16:41,13.7128,-90.261499999999998,Frente a la costa de Guatemala. A 28.0 km al oeste de Barra de Santiago.,78,3.7000000000000002
"Nov 04, 2021",00:36:49,14.013199999999999,-89.703800000000001,"En munic. de Chalchuapa, Santa Ana. A 16 km al oeste de Santa Ana.",8,2.7000000000000002
"Nov 02, 2021",23:30:16,13.372,-90.310199999999995,Frente a la costa de Guatemala. A 48 km al suroeste de Barra de Santiago.,43.630000000000003,3.7999999999999998
"Nov 02, 2021",01:58:10,12.222799999999999,-88.045500000000004,Frente a la costa de La UniÃ³n. A 104 km al sur de Playa Las Tunas.,30.600000000000001,4.5999999999999996
"Nov 01, 2021",01:37:41,12.811500000000001,-88.765100000000004,Frente a la costa de UsulutÃ¡n. A 46.0 km al sur de PenÃ­nsula San Juan del Gozo.,29,4.9000000000000004
"Oct 31, 2021",21:07:54,12.805,-88.698999999999998,Frente a la costa de UsulutÃ¡n. A 46.0 km al sur de PenÃ­nsula San Juan del Gozo.,25,5.2999999999999998
"Oct 30, 2021",18:39:54,14.0443,-90.004000000000005,En Territorio Guatemalteco. A 38 km al norte de Barra de Santiago.,1.51,4
"Oct 30, 2021",17:47:20,14.0025,-89.983000000000004,En Territorio Guatemalteco. A 16 km al noroeste de AhuachapÃ¡n.,2.1099999999999999,3.2000000000000002
"Oct 30, 2021",01:02:27,14.1012,-89.710700000000003,"En munic. de Chalchuapa, Santa Ana. A 20 km al noroeste de Santa Ana.",5.6799999999999997,2.5
"Oct 29, 2021",15:59:27,12.527699999999999,-88.162199999999999,Frente a la costa de UsulutÃ¡n. A 71 km al sur de Playa El Cuco.,30.48,3.7999999999999998
"Oct 29, 2021",15:50:19,14.030200000000001,-89.993200000000002,En Territorio Guatemalteco. A 37 km al norte de Barra de Santiago.,2.3799999999999999,3.8999999999999999
"Oct 29, 2021",15:21:33,13.9712,-90.058000000000007,En Territorio Guatemalteco. A 31 km al norte de Barra de Santiago.,5,3.5
"Oct 29, 2021",14:31:40,14.000999999999999,-89.953999999999994,En Territorio Guatemalteco. A 14.0 km al noroeste de AhuachapÃ¡n.,2,3.6000000000000001
"Oct 27, 2021",09:17:55,13.147500000000001,-89.256500000000003,Frente a la costa de La Libertad. A 31 km al suroeste de Playa La Zunganera.,46.780000000000001,3.7999999999999998
"Oct 27, 2021",06:04:06,12.643800000000001,-90.264799999999994,Frente a la costa de Sonsonate. A 110.0 km al suroeste de Playa Los CÃ³banos.,13.1,3.5
"Oct 27, 2021",05:03:36,12.6572,-90.1768,Frente a la costa de Sonsonate. A 105.0 km al suroeste de Playa Los CÃ³banos.,17,3.7000000000000002
"Oct 26, 2021",14:25:23,13.0595,-89.437299999999993,Frente a la costa de La Libertad. A 48 km al sur de Playa El Sunzal.,42.07,3.7000000000000002
"Oct 26, 2021",11:01:09,14.158200000000001,-89.732799999999997,En Territorio Guatemalteco. A 26 km al noroeste de Santa Ana.,6,3.1000000000000001
"Oct 25, 2021",05:57:56,12.7957,-88.540199999999999,Frente a la costa de UsulutÃ¡n. A 43 km al sur de BahÃ­a de Jiquilisco.,40.640000000000001,3.8999999999999999
"Oct 22, 2021",19:36:15,12.9903,-89.015500000000003,Frente a la costa de La Paz. A 35 km al sur de Estero de Jaltepeque.,52.729999999999997,3.5
"Oct 20, 2021",17:08:30,12.6275,-88.294200000000004,Frente a la costa de UsulutÃ¡n. A 66 km al sur de Playa El Espino.,33.799999999999997,3.5
"Oct 20, 2021",11:57:21,12.9863,-89.522000000000006,Frente a la costa de La Libertad. A 58 km al sur de Playa El Sunzal.,26,4
"Oct 19, 2021",14:28:36,12.8927,-89.044200000000004,Frente a la costa de La Paz. A 46 km al suroeste de Desembocadura del RÃ­o Lempa.,30.07,3.7000000000000002
"Oct 18, 2021",05:16:01,12.3208,-88.024699999999996,Frente a la costa de La UniÃ³n. A 93.0 km al sur de Playa Las Tunas.,11,4.4000000000000004
"Oct 16, 2021",19:20:15,13.595499999999999,-88.667299999999997,"En munic. de San Vicente, San Vicente. A 13 km al este de San Vicente.",6.6600000000000001,2.6000000000000001
"Oct 16, 2021",12:27:40,13.393800000000001,-90.378799999999998,Frente a la costa de Guatemala. A 51 km al suroeste de Barra de Santiago.,29.809999999999999,4.0999999999999996
"Oct 16, 2021",01:45:00,13.5703,-88.683000000000007,"En munic. de San Vicente, San Vicente. A 13 km al sureste de San Vicente.",3.4399999999999999,2.7000000000000002
"Oct 16, 2021",00:38:11,13.597300000000001,-88.671999999999997,"En munic. de San Vicente, San Vicente. A 13 km al este de San Vicente.",5,2.8999999999999999
"Oct 16, 2021",00:20:37,13.6082,-88.664699999999996,"En munic. de San Vicente, San Vicente. A 13 km al este de San Vicente.",3,3.2000000000000002
"Oct 15, 2021",18:58:50,13.5802,-88.679500000000004,"En munic. de San Vicente, San Vicente. A 13 km al sureste de San Vicente.",8.4900000000000002,2.5
"Oct 15, 2021",17:02:46,13.092499999999999,-89.264200000000002,Frente a la costa de La Libertad. A 37 km al suroeste de Playa La Zunganera.,52.979999999999997,4.7000000000000002
"Oct 13, 2021",08:21:48,13.692500000000001,-90.707999999999998,Frente a la costa de Guatemala. A 75 km al oeste de Barra de Santiago.,75.280000000000001,4.7000000000000002
"Oct 11, 2021",14:52:52,13.103999999999999,-90.298000000000002,Frente a la costa de AhuachapÃ¡n. A 72.0 km al suroeste de Playa Los CÃ³banos.,18.300000000000001,3.6000000000000001
"Oct 10, 2021",15:32:24,13.270799999999999,-89.703299999999999,Frente a la costa de La Libertad. A 29 km al suroeste de Playa Mizata.,37.32,3.7000000000000002
"Oct 09, 2021",10:03:26,12.7997,-88.949700000000007,Frente a la costa de La Paz. A 52 km al sur de Desembocadura del RÃ­o Lempa.,45.939999999999998,3.7999999999999998
"Oct 07, 2021",10:11:43,12.686199999999999,-88.342299999999994,Frente a la costa de UsulutÃ¡n. A 54 km al sur de Playa El Espino.,46.270000000000003,4.2000000000000002
"Oct 07, 2021",02:01:53,12.364000000000001,-87.590199999999996,Frente a la costa de Nicaragua. A 92 km al sur de Isla de Meanguera.,53.359999999999999,4.2999999999999998
"Oct 06, 2021",10:00:24,13.2858,-88.106700000000004,"En munic. de Chirilagua, San Miguel. A 23 km al sur de San Miguel.",6.5700000000000003,3
"Oct 06, 2021",00:19:00,12.8165,-88.944199999999995,Frente a la costa de San Vicente. A 50.0 km al sur de Desembocadura del RÃ­o Lempa.,25.300000000000001,3.6000000000000001
"Oct 04, 2021",23:10:45,13.6813,-89.013800000000003,"En Lago de Ilopango, San Salvador. A 9 km al suroeste de Cojutepeque.",6.6900000000000004,2.6000000000000001
"Oct 04, 2021",02:19:18,13.253500000000001,-90.364500000000007,Frente a la costa de Guatemala. A 61 km al suroeste de Barra de Santiago.,21.93,3.6000000000000001
"Oct 03, 2021",19:06:14,12.493499999999999,-87.774799999999999,Frente a la costa de Nicaragua. A 76 km al sur de Playa Las Tunas.,46.789999999999999,4
"Oct 03, 2021",16:20:28,12.5527,-88.349999999999994,Frente a la costa de UsulutÃ¡n. A 68 km al sur de Playa El Espino.,34.82,4
"Oct 03, 2021",12:44:34,13.0023,-89.125299999999996,Frente a la costa de La Paz. A 39 km al suroeste de Playa Costa del Sol.,50.350000000000001,3.8999999999999999
"Oct 01, 2021",07:05:03,12.8277,-88.629800000000003,Frente a la costa de UsulutÃ¡n. A 43 km al sur de PenÃ­nsula San Juan del Gozo.,50.979999999999997,4.0999999999999996
"Sep 27, 2021",11:41:31,13.0322,-89.684700000000007,Frente a la costa de La Libertad. A 53 km al sur de Playa Mizata.,28.32,3.7999999999999998
"Sep 26, 2021",22:36:10,13.248200000000001,-89.760000000000005,Frente a la costa de Sonsonate. A 31 km al sur de Playa Los CÃ³banos.,42.479999999999997,4.2000000000000002
"Sep 26, 2021",15:15:38,13.2727,-89.764499999999998,Frente a la costa de Sonsonate. A 28 km al sur de Playa Los CÃ³banos.,39.600000000000001,4.2000000000000002
"Sep 25, 2021",20:45:24,12.2522,-87.713700000000003,Frente a la costa de Nicaragua. A 104.0 km al sur de Isla de Meanguera.,44.399999999999999,4.4000000000000004
"Sep 25, 2021",20:29:17,12.779199999999999,-88.614800000000002,Frente a la costa de UsulutÃ¡n. A 47.0 km al suroeste de BahÃ­a de Jiquilisco.,42.100000000000001,3.7000000000000002
"Sep 24, 2021",19:09:52,12.131,-87.891199999999998,Frente a la costa de Nicaragua. A 114 km al sur de Playa Las Tunas.,11,4.4000000000000004
"Sep 24, 2021",17:29:07,12.1083,-87.912000000000006,Frente a la costa de Nicaragua. A 116 km al sur de Playa Las Tunas.,16.719999999999999,4
"Sep 24, 2021",05:10:31,12.106,-87.692300000000003,Frente a la costa de Nicaragua. A 120 km al sur de Isla de Meanguera.,19,4.2999999999999998
"Sep 24, 2021",03:44:29,12.1488,-88.119,Frente a la costa de San Miguel. A 113 km al sur de Playa Las Tunas.,33.109999999999999,4.2999999999999998
"Sep 23, 2021",16:17:45,12.3847,-87.755700000000004,Frente a la costa de Nicaragua. A 88 km al sur de Playa Las Tunas.,29,5.0999999999999996
"Sep 23, 2021",14:00:22,12.105700000000001,-87.831800000000001,Frente a la costa de Nicaragua. A 117 km al sur de Playa Las Tunas.,24.140000000000001,4.0999999999999996
"Sep 23, 2021",05:13:29,12.1348,-87.826700000000002,Frente a la costa de Nicaragua. A 114 km al sur de Playa Las Tunas.,32.340000000000003,4.5999999999999996
"Sep 22, 2021",22:45:36,12.584300000000001,-88.317700000000002,Frente a la costa de UsulutÃ¡n. A 65 km al sur de Playa El Espino.,31.039999999999999,4
"Sep 22, 2021",18:38:25,12.2813,87.737799999999993,Frente a la costa de Nicaragua. A 100.0 km al sur de Playa Las Tunas,35.090000000000003,4.4000000000000004
"Sep 22, 2021",10:20:48,12.0495,-87.720500000000001,Frente a la costa de Nicaragua. A 125 km al sur de Playa Las Tunas.,33.969999999999999,4.5999999999999996
"Sep 22, 2021",07:01:49,12.0855,-87.656700000000001,Frente a la costa de Nicaragua. A 122 km al sur de Isla de Meanguera.,33.840000000000003,4.5999999999999996
"Sep 22, 2021",06:57:00,12.137700000000001,-87.756500000000003,Frente a la costa de Nicaragua. A 115 km al sur de Playa Las Tunas.,10,5.5999999999999996
"Sep 22, 2021",06:27:11,12.1487,-87.6143,Frente a la costa de Nicaragua. A 128 km al sur de Playa Las Tunas.,35.710000000000001,5.2000000000000002
"Sep 22, 2021",05:04:16,12.1837,-87.652699999999996,Frente a la costa de Nicaragua. A 111 km al sur de Isla de Meanguera.,47.189999999999998,4.0999999999999996
"Sep 22, 2021",04:42:33,12.0479,-87.847899999999996,Frente a la costa de Nicaragua. A 111 km al sur de Isla de Meanguera.,47,4.0999999999999996
"Sep 22, 2021",03:57:08,12.106999999999999,-87.806200000000004,Frente a la costa de Nicaragua. A 117 km al sur de Playa Las Tunas.,46.619999999999997,6.2999999999999998
